longitude,latitude,nearest_clinic_hospital_doctors_1,nearest_clinic_hospital_doctors_2,nearest_clinic_hospital_doctors_3,nearest_clinic_hospital_doctors_4,nearest_clinic_hospital_doctors_5,count_clinic_hospital_doctors_within_5.0km,final_loc_labels
121.07289845139496,14.63128209209908,455.0570068359375,1130.1009521484375,1150.4310302734375,1165.656005859375,1229.4219970703125,101.0,1
121.09507912653244,14.647839140252414,984.1510009765624,1163.8380126953125,1407.4510498046875,1465.427978515625,1494.4530029296875,51.0,1
121.06173058199506,14.620624669519149,155.0290069580078,207.89599609375,422.864990234375,777.198974609375,1227.2259521484375,97.0,1
121.06386654681818,14.767656042114725,238.1300048828125,563.1019897460938,1740.458984375,1971.7559814453125,1985.97802734375,15.0,1
121.008365911395,14.637878600590613,542.6199951171875,620.2750244140625,1336.343017578125,1336.343017578125,1380.5360107421875,80.0,1
120.9977482264899,14.604577700273246,611.7369995117188,720.1740112304688,833.5650024414062,860.2059936523438,1028.89599609375,46.0,1
120.9984175181956,14.62044921981122,679.0969848632812,751.0330200195312,770.5869750976562,788.4940185546875,859.5440063476562,53.0,1
121.01601754442387,14.631319953092325,651.6929931640625,651.6929931640625,673.2340087890625,840.4929809570312,900.9249877929688,107.0,1
121.0123851086203,14.603986707052094,662.3250122070312,745.1220092773438,1100.115966796875,1180.1290283203125,1424.9940185546875,58.0,1
121.00339718149012,14.605850224090808,548.8660278320312,640.1420288085938,644.7769775390625,916.3619995117188,1034.2760009765625,51.0,1
121.07179910312574,14.622117657282828,0.0,517.4619750976562,1104.9969482421875,1139.6319580078125,1646.2449951171875,92.0,1
121.07471761133024,14.633580213200924,528.3060302734375,1033.916015625,1054.470947265625,1061.0870361328125,1076.31201171875,96.0,1
121.02812311939904,14.621582894538316,578.7210083007812,597.8939819335938,1255.946044921875,1257.97998046875,1350.635009765625,106.0,1
121.00199353009762,14.642446078797732,356.48699951171875,438.3190002441406,1145.135986328125,1232.001953125,1232.001953125,67.0,1
121.06746686660462,14.734111794540826,502.3489990234375,568.197998046875,991.0369873046876,1731.197021484375,1789.6590576171875,29.0,1
121.03292535719066,14.670646567931025,395.8699951171875,873.8779907226562,1314.0699462890625,1415.9429931640625,1890.240966796875,66.0,1
121.00179118095456,14.634174755796916,0.0,0.0,794.698974609375,836.7849731445312,1029.5400390625,68.0,1
120.99896970034403,14.719151403590592,774.5869750976562,996.8480224609376,1178.1519775390625,1232.2669677734375,1278.8399658203125,13.0,1
121.08423577670452,14.604916994245082,949.4149780273438,1007.3599853515624,1276.9189453125,1666.3480224609375,1798.012939453125,52.0,1
121.00408451845226,14.613284735389657,537.5700073242188,568.7849731445312,605.4539794921875,640.7210083007812,668.7650146484375,56.0,1
121.03021579154684,14.661759905132335,624.9080200195312,830.8660278320312,962.1300048828124,1109.4229736328125,1109.4229736328125,79.0,1
120.9961774877615,14.656578521973469,416.1470031738281,632.0150146484375,875.7630004882812,1199.89501953125,1537.469970703125,30.0,1
121.1061588139514,14.64419288840672,988.6580200195312,988.6580200195312,1108.8800048828125,1126.5179443359375,1152.7569580078125,49.0,1
121.01608899112924,14.653158806261112,385.2449951171875,875.9030151367188,933.3900146484376,933.3900146484376,1078.9429931640625,84.0,1
121.00696483994912,14.755320891245614,2438.2451171875,3600.85498046875,4173.07080078125,4513.1748046875,4544.72509765625,5.0,4
121.13325100932504,14.68292712099681,2942.491943359375,5000.0,5000.0,5000.0,5000.0,1.0,4
121.0042961273658,14.775434967059525,1668.7559814453125,5000.0,5000.0,5000.0,5000.0,1.0,4
121.00531999667436,14.769900318430922,1420.43994140625,4796.21484375,4827.76513671875,5000.0,5000.0,3.0,4
121.09297681186617,14.73982794370693,3371.672119140625,3917.636962890625,4258.17919921875,4489.0517578125,4823.52099609375,5.0,4
120.99560003759402,14.773578978681831,880.02197265625,5000.0,5000.0,5000.0,5000.0,1.0,4
121.0026240924543,14.756864217043445,1543.5550537109375,4319.33984375,4765.43896484375,4796.98876953125,4891.55615234375,5.0,4
121.11905378512829,14.599265960889412,2678.381103515625,4165.19287109375,4241.791015625,4315.3359375,4404.8798828125,10.0,4
121.0877088642249,14.720297010406115,1966.092041015625,2142.16796875,2853.81298828125,3535.6298828125,3541.64599609375,12.0,3
121.02109193417206,14.762062215563237,2438.452880859375,2461.4189453125,2492.968994140625,3214.363037109375,3508.5849609375,11.0,3
121.11598632339934,14.614343524127811,2275.342041015625,2347.9619140625,2506.39208984375,2547.215087890625,2782.406982421875,35.0,3
121.02016971029464,14.740572554643578,1527.8330078125,2130.194091796875,3229.19091796875,3245.919921875,3252.97900390625,20.0,3
121.0893407353137,14.72906404599958,2164.943115234375,2710.907958984375,3051.449951171875,3282.322998046875,4955.09814453125,5.0,3
121.08412337293576,14.739972455792271,1180.76904296875,1726.7340087890625,2067.27587890625,2298.14892578125,3970.924072265625,14.0,3
121.01946829050492,14.691692728941188,1645.1810302734375,1999.885009765625,2512.679931640625,2576.343994140625,2903.116943359375,29.0,3
121.09478281220082,14.76474561641196,1980.5030517578125,2373.2080078125,3605.39697265625,3893.81591796875,4376.11181640625,8.0,3
121.02452369354438,14.72932016895239,2416.19189453125,2416.19189453125,2687.330078125,2700.91796875,2925.633056640625,19.0,3
121.0653046917128,14.595073483640665,1044.7760009765625,2562.220947265625,2576.376953125,2624.48095703125,2729.842041015625,32.0,3
121.10658762324591,14.611505439220975,1686.7490234375,3173.56103515625,3250.158935546875,3368.93603515625,3413.248046875,18.0,3
121.0143754150646,14.732135190513846,2159.450927734375,2213.56591796875,2394.8701171875,2944.324951171875,3146.27490234375,20.0,3
121.07277283399156,14.672463001216274,1953.970947265625,2290.1708984375,2687.888916015625,2714.0029296875,2844.409912109375,31.0,3
121.0276913650994,14.741291400747787,1102.6219482421875,2163.928955078125,2803.97998046875,2820.708984375,2827.76806640625,24.0,3
121.02614820346108,14.760292582137549,1722.5899658203125,2176.39794921875,2207.947998046875,2929.342041015625,2989.1640625,18.0,3
121.09218261670044,14.760251428738629,2134.971923828125,2527.677001953125,2876.325927734375,3630.946044921875,3647.041015625,11.0,3
121.00143015750037,14.733356356876142,2176.5849609375,2230.699951171875,2412.00390625,3330.701904296875,3834.955078125,13.0,3
121.00337191835088,14.734113411864984,1969.7669677734373,2023.8819580078125,2205.18603515625,3157.465087890625,3661.718017578125,14.0,3
